name,success
Tracy Williams,False
David Davidson,True
Susan Rogers,True
Zachary Gentry,True
Anthony Marshall,False
Sally Williams,True
Edward Pruitt,True
Lauren Burnett MD,False
Tara Brown,False
Samuel Scott,False
Tracy Hill,False
Robert Washington,True
Yvonne Evans,True
Cathy Hayes,True
William Phillips MD,False
Noah Smith,False
William Everett,True
Ricky Rivera,True
Daniel Johnson,False
Lori Rodgers,True
Rachael Cook,True
Sara Hernandez,False
Thomas Holmes,True
James Foster,True
Brandon Butler,False
Jennifer Walker,False
Lisa Wells,True
Warren Martin,True
Jasmine Bell,False
Donald Lucero,False
Tanner Greene,False
John Taylor,False
Carla Espinoza,False
Monica Baker,False
Joseph Meyers,True
Tony Smith,False
Tiffany Reese,True
Matthew Walters,False
John Jimenez,False
Joshua Koch,True
Adriana Gray,False
Daniel Lopez,True
Tanya Spencer,False
Tina Miller,False
Annette Norton,True
Jacob Johnson,True
Melanie Pearson,True
Amanda Collins,False
Dana Hall,True
Mia Salazar,False
Robert Ayers,True
Mrs. Sarah Stanley MD,False
Ashley Bryant,False
Tammy Gonzalez,False
Tyrone Torres,True
Mackenzie Carter,False
Joyce Velazquez,False
William Peterson,True
Patricia Joseph,False
Sara Flynn,True
Emily Hernandez,True
Kristen Foley,False
Heather Williams,False
James Patterson,False
Mark Reed,False
Amanda Evans,False
Tara Walker,True
Heather Schmidt,False
Gregory Harris,True
Julie Murphy,True
Tina Morgan,True
Melanie Savage,True
Sara Herrera,True
Alicia Fowler,False
Sandra Campbell,False
Monique Coleman,True
Karina Johnson,True
Margaret Smith,False
Jacqueline Bowen,True
Kenneth Haynes,True
Dr. Mia Walton,True
Robert Brooks,False
Rachel Walls,True
Brandon Park,True
Nathan Cruz,True
Daniel Welch,True
Carrie Cross,True
Laura Smith,True
Elizabeth Rose,True
Maurice Taylor,False
Timothy Bradley,True
Whitney Miller,True
John Tucker,False
Dennis Poole,True
Katie Mason,True
William Graves,False
Noah Martin,False
Julie Dean,True
Linda Moore,False
Carl Kemp,False
Richard Wheeler,True
Angela Young,False
Victoria Davis,False
Barbara Bishop,False
Stacie Mckenzie,True
Cheryl Faulkner,True
Victoria Sanders,False
Steven Mcdonald,True
Patrick House,True
Denise Morales,False
Donna Huff,False
Tyler Miller,False
Daniel Alvarez,True
Jessica Lopez,True
Kayla Mccarthy,False
Austin Riggs,False
David Parsons,False
Tammy Lee,False
Nathan Rocha,False
Leslie Rivera,False
Kathleen Maldonado,False
Jonathan Smith,True
Hannah Watson,True
Lauren Cruz,False
Edward Rhodes,False
Kathy Murphy,False
William George,True
Jennifer Lopez,True
Julie Boyd,True
Amy Tyler,False
Rodney Brooks,True
Daniel Hansen,True
Dean Marquez,False
Melissa Patel,False
Kyle Humphrey,False
Carolyn Gonzalez,True
Victoria Chen,True
Juan Johnson,True
Jackson King,True
Beth Simon,False
Joseph Sims,False
Michael Peterson,False
Kelly Johnson,True
Donna Jackson,False
Madison Young,False
Annette Pena,True
Michael Nelson,True
John Taylor,True
Nicole Freeman,True
Benjamin Rose,False
Nichole Smith DDS,False
Nicole Jackson,True
Johnny Stuart,False
Cody Nelson,True
Christine Mendoza,True
Bryan Clark,True
Robert Harrison,False
Lynn Evans,True
Amy Bonilla,False
Steven Perez,True
Sarah Hale,False
Elizabeth Williams,True
Robert Powers,True
Joshua Lopez,True
Catherine Cooper,False
Dr. Lisa Moore,True
Julie Powell,True
Jennifer Pacheco,True
Luke Hull,True
Johnny Ibarra,False
Angela Sullivan,True
Richard Washington,False
Julie Barry,False
Kenneth Thomas,True
Patricia Reed,False
David Adkins,True
Kimberly Powell,True
Angel Lyons,True
Caroline Simmons,False
Duane Brown,False
Jennifer Fowler,False
Carla Curtis,False
Tina Huff,True
Nicole Garcia,False
Terry Jacobson,False
Leah Barrett,False
Nancy Davenport,False
Jeremy Long,False
Kristin Rhodes,False
Joseph Martinez,False
Sydney Castillo,False
Kyle Harrington,True
Joseph Garza,False
Douglas Hart,True
Susan Garcia,True
Jonathan Sanders,False
Robert Kelly,False
Melanie Grant,False
William Gonzalez,True
Shawn Rice,False
Thomas May,False
Travis White,False
Nicholas Myers,False
Courtney Thomas,False
Jordan Sosa,False
Steven Mckinney,True
Ricardo Blake,True
Christian Martin,False
Deborah Brown,True
Regina Hogan,False
Marc Burnett,False
Mrs. Nichole Galvan MD,False
Matthew Ward,True
Terri Sandoval,False
Brent Wagner,True
Marilyn Hammond,False
Lisa Miller,True
Michael Smith,True
David Hebert,False
Andrea Kelley,False
Martin Wilson,True
Kimberly Ellison,True
Michael Chapman,False
Keith Reed,False
Lauren Stewart,True
Tammy Black MD,True
Gavin Pham,True
Michael Carter,False
Susan Harmon,True
Rebecca Owens,True
Adrian Flores,True
Kenneth Peters,False
James York,True
Holly Bryant,False
Ricky Rose,True
Kevin Gay,False
Vicki Peterson,True
Ryan Quinn Jr.,False
Sandra Higgins,True
Billy Williams,False
Lisa Brown,False
Cathy Mata,False
Julie Matthews,True
Ralph Martin,False
Alexandra Hull,False
Richard Anderson,False
Judith Jones,True
Edwin Lyons,False
Matthew Hull,False
Rachel Ramirez,False
Jeremy Nelson,True
Mercedes Alvarado,True
Melissa Richards,True
Betty Taylor,False
Emily Brennan,True
Nicole Cooper,True
William Gibbs,False
Matthew Harper,False
Carl Santiago,True
Stephanie Morris,True
Krista Mccormick,True
Kevin Kennedy,True
Melanie Jones,True
Jeffrey Houston,True
Michelle Williams,True
Sean Mcintyre,True
Tanner Joseph,True
Chad Smith,True
Matthew Bryan,False
Allen Powers,True
Kevin Tanner,True
Matthew Kim,False
Angela Cline,False
Ariana Wade,False
Dana Anderson,False
Melissa Ortiz,True
Brandon Weaver,True
Gina Bradford,True
Devin Anderson,False
Christopher Solomon,False
John Thomas,True
Christopher Fowler,True
Michelle Allen,False
Rebecca Taylor,True
Jennifer Moore,True
Alicia Schmidt,False
Natalie Flores,True
Maurice Cohen,True
April Russell,False
Kayla Miranda,True
Michael Hanson,True
William Harding,False
Jill Patrick,False
Yvette Gonzalez,False
Joann Bennett,True
Kristin Brown MD,True
Melissa Vazquez,True
Pamela Galloway,True
Aimee Davis,False
Dave Bell,True
James Johns,False
Alejandro Munoz,True
Sheila Stewart,False
Nicholas Oconnell,False
Samantha Weaver,True
Anthony Potts,False
Terry Martinez,False
Kimberly Frazier,False
Alexander Munoz,False
Jason Guzman,True
Shannon Powell,True
Keith Thomas,True
April Mann,False
Alex Herman,False
Briana Gillespie,False
Erik Patton,True
Christina Chung,False
Sarah Jones,False
Johnathan Stephenson,True
Tamara Lane,False
Chelsea Butler,True
David Gray,False
Kenneth Bautista,False
Matthew Carroll,False
Victor Jimenez,True
Shawn Baker,False
Debra Curtis,False
Rebecca Trevino,True
Heather Lewis,True
Susan Brown,True
Luke Bentley,False
Debbie Tucker,False
Stephanie Thompson,False
Heather Vaughn,True
Lauren Webb,True
David Clark,False
Jason Brown,False
Shawn Vazquez,False
Hannah Lynch,False
Jasmine Mcguire,False
Linda Farley,False
Michael Harris,True
Ronald Wyatt,True
Robert Hernandez,True
Tammy Carpenter,True
Dawn Evans,True
Kelly Lopez,False
Shawn Lopez,True
Michael Myers,False
Matthew Johnson,True
Sara Vargas,False
Robert Scott MD,True
Heather Bailey,True
James Wright,True
Alexis Smith,False
James Randall,True
Stephanie Wright,True
Teresa Humphrey,False
Richard Howe,False
Kayla Murphy,True
David Clayton,False
Mrs. Dana Wright,False
Jeremy Moore,True
Amy Ibarra,True
Rebecca Hayden,False
Daniel Melton,True
Christopher Wilson,True
Mr. Jeremy Reyes,False
Matthew Lopez,True
Brett Adkins,False
Justin Silva,False
Christopher Smith,True
Kayla Young,True
Jennifer Jackson,False
Justin Bullock,False
Andrew Strickland,False
Zachary King,True
Justin Ward,False
Charles Montgomery,False
Samantha Lara,True
Jorge Moore,True
Brenda Simon,True
William Hicks,False
Meredith Terry,False
James Washington,True
Dwayne Myers,False
Michael West,True
Todd Brown,False
Erin Kirby,True
Amber Jenkins,True
Rebecca Haynes,True
Debra Holt,False
Brian Garner,False
Jack Henderson,False
Joseph Brooks,False
Brandon Wilcox,False
Sharon Williams,False
Antonio Hansen,True
Julie Taylor,False
Kathleen Castro,False
Melinda Navarro,False
Donna Garcia,True
Cassidy Mclean,True
Drew Weiss,True
Jaclyn Benson,False
Joanna George,True
Jackie Cordova,False
Daniel Boyle,True
Elizabeth Brown,True
Traci Wilson,True
David Wright,False
Lisa Blake,False
Mitchell Martinez III,False
John Daniel,True
Rick Turner,True
Karen Flores,False
Susan Moyer,False
Jessica White,False
Toni Gould,True
Adam Jones,False
Aaron Ramirez,True
Brandon Parker,False
Daniel Haley,False
Alec Garcia,True
Misty Williams,False
Ryan Thomas,False
Alan Johnson,True
Gregory Welch,False
Victoria Terry,False
Derek Zamora,True
Amanda Perez,True
Jay Barrera,True
Mr. Kevin Carpenter III,False
Alexis Nelson,False
Jessica Sutton,False
Brooke Howell,True
Brady Roth,True
Jennifer Thompson,True
Lucas Wise,True
Alexandra Jackson,True
Kari Martin,True
Lauren Montgomery,True
John Watson,False
Connor Hayes,True
William Porter,True
Sean Gibson,True
Carol Smith,True
Amanda Patterson,False
Paul Waters DDS,True
Megan Jackson,True
Joshua Morris,True
Haley Nunez,True
Tony Garrison,True
Michael Burns,True
Alison Anderson MD,False
Jamie Castillo,True
Dwayne Becker,True
David Hayes,False
Brandon Anderson,False
Ronald Howe,False
Brian Cortez,False
Justin Webb,True
Steven Johnson,False
Diana Jones,True
Victoria Sullivan,True
Amy Sherman,True
Travis Simpson,False
Christina Chan,True
Michele Johnson,True
Susan Mcbride,False
Kimberly Gutierrez,False
Anthony Bruce,True
Thomas Cobb,True
Alexander Reid,False
Brianna Taylor,True
Joel Horn MD,False
Jeremy Carr,True
Andrew Smith,True
Timothy Benton,True
Julie Brady,True
Alexander Leonard,False
Richard Ramirez,True
Alexa Anderson,True
Joseph Williams,False
Kimberly Bell,False
James Dickson,True
Christopher Lucero,True
Jeremy Lopez,True
David White,True
Gary Johnson,False
Matthew Banks,False
Andrew Brown,False
Karen Vaughan,True
Vanessa Henry,False
Jesse Johnson,False
Stephanie Baker,True
Austin Moore,True
Brenda Matthews,True
Marcus Walker,True
Derek Boyd,True
Jonathan Mckenzie,True
Lindsey Martin,True
Evan Fitzgerald,True
Jerry Walker,False
Alexandria Haynes,False
Theresa Cochran,False
Todd Taylor,True
Haley Hall,True
Michele Rodriguez,False
Brittany Jackson,False
Kelly Cruz,True
Timothy Henderson,True
Matthew Garza,False
Abigail Jones,True
Andrew Rich,False
Sarah Bowman,False
Courtney Riddle,True
Adam Bullock,False
Elizabeth Kelly,True
James Baker,False
Jennifer Baker,False
Ricardo Cox,False
Erin Johnson,True
Robert Barrera,False
Jacob Johnson DDS,False
Gregory Blackwell,True
Douglas Nelson,False
Rebecca Taylor,True
Gail Kirk,False
Travis Smith PhD,False
Chelsea Mays,False
Tammy Brown,False
Kaitlyn Wood,True
Taylor Spencer,True
Dorothy Molina,False
William Flynn,True
Jordan Williamson,False
Joe Larson,False
Marcus Hill,True
Michael Walls,False
Mrs. Sandra Sawyer,False
Keith Rivera,True
Elijah Wright,True
Mr. Michael Hatfield,False
Timothy Williams,False
Michael Hendricks,True
Jessica Sutton,True
Gabriela Harper,False
Ashley Gonzales,False
Kristina Cross,False
Kelly Norris,True
Lauren Olsen,True
Fernando Alvarez,True
Shannon Allen,False
Kathleen Foley,False
Christina Roman,True
Michael Stuart,True
Alex Grant,False
Michael Murphy,False
Edward Morris,True
Rebekah Huber,False
Michelle Griffin,True
Andrew Gentry,True
Susan Dorsey,True
Andres Martin,False
Sara Allen,False
Travis Shelton,True
Rhonda Munoz,False
Jackie Jimenez,False
Eddie Burns,True
Jesus Cross,True
Aaron Martin,True
Charles Hicks,True
Jackson Banks,True
Meredith Morrow,True
Mr. Christopher Richardson,False
Rachel Oneal,True
Ethan Pugh,True
Andrew Potter,True
Sonya Swanson,True
Lydia Tanner,False
Kristin Miller,False
Gary Webb,False
Jacqueline Doyle,False
Victoria Griffin,False
Daniel Boone,True
Kathleen Harris,False
Robert Nelson,True
Ashley Walker,True
Kimberly Williams,False
Raymond Stone,False
Tyler Smith,True
Brandon Stanley,False
Debra Griffin,True
Belinda Roman,False
Danielle Rice,True
Ricky May,False
Kenneth Atkinson,True
Daniel Wilcox,True
Caitlin Williams,True
Hannah Adams,True
Ruth Dixon,True
Mary Robinson,False
Diana Walsh,False
Tina Cooper,True
Dr. Timothy Miller,False
Jackson Adams,True
Jason Rodriguez,True
Lisa Campbell,True
Alexis Gonzalez,True
Monica Brown,True
Russell Banks,True
Michelle Rivera,False
Kristin Williams,True
Ryan Brown,True
Daniel Shelton,False
Anthony Strickland,False
Kathleen Neal,False
Jeffrey Johnson,True
Sheri Sanchez,False
William Rodriguez,True
Alexandra White,False
Jennifer Johnson,True
Debra Fitzpatrick,False
Susan Oneill,False
Gail Ortiz,False
Ashley Vargas,False
Nancy Armstrong,False
Vicki Stewart,False
Antonio Henry,True
Kelly Decker,False
Daniel Donaldson,True
Kenneth Pierce,True
Amy Harris,False
David Williams,True
Theresa Washington,True
Jennifer Dean,True
Heather Kim,True
Brian Golden,True
Candice Graham,True
Thomas Ford,True
Bonnie Hernandez,False
Erica Griffin,False
Elizabeth Hughes,True
Don Walker,True
Robert Weaver,True
Mary Osborn,True
Curtis Lynch,True
James Conner,True
Matthew Higgins,False
Joseph Barber,True
Hannah King,False
Kevin Reed,False
Charles Wilson,False
Evan Baker,False
Caleb Lynch,True
Samantha Lee,False
Elizabeth Sanchez,True
Ronald Miller,True
Robert Anderson,False
Robert Rose,False
Marc Horn,False
Neil Beck,True
Erik Murphy,False
Patricia Colon,False
Kathryn Figueroa,False
Brian Montes,False
James Stephens,False
Sean Turner,True
Jason Henry,True
Monique Cole,False
Bailey Combs,True
Derrick Johnson,True
Michael Flores,False
Destiny Smith,False
Kevin Campbell,False
Mary Wright,False
Kathryn Henry,False
Amanda Roberts,False
Matthew Wood,True
Tina Rodriguez,True
Gwendolyn Mcgrath,True
Richard James,False
James Stanton PhD,False
Sabrina Underwood,True
James Grimes,False
Jennifer Wiley,False
Angela Bryant,False
Christopher Murphy,False
Edward Wheeler,True
Maria Franklin,False
Daniel Peterson,True
Mr. Jorge Warren,False
Ms. Linda Chandler,False
Ryan Wu,True
Kristin Gilmore,False
Lonnie Mueller,False
Mrs. Amy Butler,False
Juan Sims,False
William Keith,False
Janice Ward,False
William Barber,True
William Sparks,True
Jessica Robinson,True
Leah Howard,False
John Edwards,True
Kristine Savage,False
Dylan Williams,False
Charles Hughes,True
Jordan Jordan,True
Brian Becker,True
Ariana Erickson,False
Christopher Hernandez,True
James Giles,True
Arthur Roberts,False
Andrew Carpenter,True
Matthew Gonzales,False
Dennis Smith,True
Andrew Edwards,True
Eric Gonzalez,True
Kimberly Moreno,True
David Wright,True
Marcus Mendoza,True
Katrina Johnson,False
Karen Brooks,True
Kristy Andersen,True
Edwin Hawkins,True
Michelle Rhodes,True
Warren Garcia,False
Michael Soto,True
Anthony Simon,True
Dawn Hunter,False
Mackenzie Morris,True
Melissa Wu,False
Alexander Carroll,False
Steven Alexander,False
Samuel Willis,True
Denise Wells,True
Kelly Love,False
Brenda Riggs,False
Matthew Ortiz,True
Christina Smith,False
Cynthia Booth,False
Christopher Rivera,False
Megan Robbins,True
Steven Roman,True
Mark Fuller,False
Deborah Davis,False
Michael Castro,False
Lori Clay MD,False
Joshua Jackson,False
Regina Simmons,True
Sherry Jackson,False
Samantha Little,True
Sara Boyd,True
Heather Nguyen,True
Nicholas Mills,False
Justin Valdez,True
Leslie Taylor PhD,True
Michael Thompson,False
Aaron Cook,True
Alexandra Medina,True
Joshua Wall,True
Steven Ruiz,True
James Wiggins,True
Brenda Avila,True
Cynthia Morgan,True
Theodore Dawson,False
Felicia Johnson,True
Nina Pierce DVM,False
Gary Williams,True
Samantha Robertson,False
Jennifer West,False
Philip Martin,False
Jason Manning,True
Kathryn Booker,False
Christopher Whitney,True
Lisa Cole,True
Joseph Aguirre,True
Mark Martinez,True
Christy Williams,False
Mark Murphy,True
David Blanchard,False
Michael Cruz,True
Regina Russo,False
Matthew Rodriguez,False
Mr. Grant Ellison,True
Michelle West,False
Tiffany Schmidt,False
Aaron Hunter,True
Diane Richardson,False
Joseph Parker,True
Amy Anderson,False
Linda Tate,False
Kristin Brown,False
Spencer Bass,False
Vincent Ford,True
Derek Brown,False
Anne Jordan,True
Mary Summers,False
Joseph Joyce,False
James Morris,False
Edgar Jackson,True
Julie Jennings,True
Andrea Phillips,True
Dennis Santos,False
John Martin,False
Phillip Martin,False
Evelyn Villa,False
Andrea Trevino,True
Brandi Hickman,False
Samantha Watson,False
Mark Reese,True
Thomas Smith,False
Heather Clark,False
Mario Scott,True
Robert Fields,False
Jacob Martinez,False
Kimberly Ramirez DDS,True
Richard Harper,False
William Martin,True
Lindsay Chapman,False
Jordan Dixon,True
Michael Lee,False
Peter Fisher,True
Stephanie Horton,True
Emily Kerr,False
Ernest Graham,False
Michelle Martinez,False
Cindy Mclean,False
Danielle Hutchinson,False
Henry Bryant,True
Wendy Baker,False
William Mack,False
Michael Johnson,True
Shannon Hart,False
Ellen Schmitt,True
Robert Bryant,False
Gloria Montes,True
Sydney Barker,False
Mary Sharp,False
Russell Newman,False
Todd Davis,False
Gregory Williams,True
Kim Davis,False
Randall Newman,True
Jose Farmer,False
Kayla Cruz,False
Leslie Martinez,True
Timothy Brown,False
Julia Bryant MD,False
Jennifer Hampton,False
Jeffrey Briggs,True
Rachel Thornton,True
Shelby Mays,True
William Ramirez,False
Deanna Sutton,False
Joshua Johnson,True
Christine Trujillo,True
Karen Watson,True
Joseph Jones,True
Neil Jones,True
Richard Rios,False
Brianna Wu,True
Charles Boone,False
Bryce Phillips MD,True
Curtis Reese,True
Amanda Pennington,False
James Hamilton,False
Stephanie Gallagher,False
Michael Russell,False
Michael Grant,True
Suzanne White,False
Dr. Andrew Warren Jr.,False
Timothy Case,False
Jason Arellano,True
Johnny Greer,False
Jessica Mills,True
Michael Weber,False
Gene Whitney,True
Brianna Gonzalez,False
Sarah Wilson,False
Allison Miller MD,False
George Rojas,False
Anthony Nguyen,False
Amber Henderson,False
Katie Wilcox,True
Anthony Lee,True
Robert Gentry,False
Melissa Vega,False
Dawn Huffman,False
Brenda Bird,True
Jesus Johnston,True
Dr. Matthew Holmes DDS,True
Tina Case,False
Kristen Graham,True
Raymond Page,False
Robert Myers,True
Linda Bryant,False
Elizabeth Lopez,False
Tammy Dillon,True
George Butler,False
Katherine Campbell,True
Melissa Watts,False
Jerry Larsen,False
Billy Hughes,True
William Shaw,False
Barbara Carson,True
Angela Hatfield,False
Aaron Williams,True
Christina Larson,True
Ashley Haynes,True
Tiffany Hernandez,False
Michael Rogers,True
Monica Castro,False
Joan Robles,True
Denise Salinas,True
Tara Anthony,True
Madison Ashley,True
Jennifer Clarke,True
James Carrillo,False
Jason Williams,True
Rachel Swanson,True
Joseph Rogers,False
Richard Vincent,False
Lauren Andersen,False
Stephanie Elliott,True
David Lucas,False
David Meza,True
James Garcia,True
Melissa Davis,True
Alexis Good,True
Michael White,False
Tracy Holden,False
Lawrence Coleman,True
Lauren Roberts,True
Virginia Williams,True
Hannah Ortiz,False
Luke Perez,False
Stephanie Robertson,False
Michael Cabrera,True
Andrea Mccall,True
Colin Knox,False
Wendy Ortiz,True
Keith Lopez,True
David Morgan,False
Joseph Nelson,False
Julia Dunn,False
Jennifer Pham,False
Kathleen Hubbard,True
Wendy Cruz,False
Rhonda Wright,True
Amber Fuentes,False
Brianna Allen,False
Samantha Rosales,True
Megan Stephens,False
Nathaniel Rivas,True
Wendy Vasquez,False
James Gonzalez,True
Melissa Cox,False
Lori Stone,False
James Smith,True
Michael Hernandez,False
Tonya Smith,True
John Edwards,True
Karen Joseph,True
Diana Nguyen,False
Anthony Garcia,True
Joseph Middleton,True
Richard Delgado,True
Debra Merritt,True
Dawn Stephens,False
Kelly Mcgrath,True
Benjamin Deleon,True
Mr. Benjamin Medina,False
Casey Howard,False
Pamela Lee,False
Dr. Jessica Nguyen MD,False
Dana Henry,True
Matthew Mccarthy,True
Walter Best,True
Shelby Martinez,False
Jeremy Elliott,True
Katherine Arnold,False
Jacob Tucker,False
Brittany Robinson,False
Ashley Watkins,True
Edward Hanna,False
Daniel Brooks,True
Thomas Davis,True
Debbie Bryan,False
Aaron Graham,True
Kimberly Smith,False
Robin Barker,False
Michael Daniel,False
John Crawford,False
Debra Ryan,False
Darren Singh,True
Olivia Dyer,True
Michael Lambert,False
Lindsey Lane,True
John Caldwell,False
Stacy Ayers,False
Meghan Johnson,True
Trevor Gentry,True
Mr. Scott Fletcher,False
Tony Lee,True
Craig Brown,True
Carl Tyler,True
Virginia Lyons,True
Lauren Maxwell,True
Anna Moore,True
Danielle Garcia,False
Erin Peterson,False
Lawrence Barrett,False
Joseph Carrillo,False
Anthony Kline,False
Susan Smith,False
Melanie Kennedy,False
Michael Golden,True
Joe Jacobs,False
Jeremy Simpson,True
Robert Collins,False
Kelly Holt,False
Arthur Smith,True
Heather Liu,True
Michelle Compton,False
David Richards,False
David Vaughan,True
Timothy Donaldson,True
Gregg Moore,True
Margaret Sexton,True
Ellen Cook,True
Henry Wong,True
Emily Santos MD,False
Kimberly Jenkins,False
Brian Hernandez,True
Stacey Mitchell,False
Shannon Sanchez,False
David Davis,True
Norma Sanders,False
Samuel Gray,False
Susan White,True
Blake Alvarez,False
Jasmine Bennett,True
Alan Dougherty,False
Michael Delgado,False
Thomas Johnson,False
Allison Peters,True
Christopher Guzman,False
Kristin Silva,True
Nicole Moore,True
Lauren Gomez,False
Jason Rangel,True
Ariana Barrett,False
Michael Guzman,True
Jeffrey Rush,False
Stephen Vargas,True
Autumn Sullivan,True
Michael Reese,False
Theresa Ayala,False
Michelle Lopez,True
Teresa Atkinson,False
Xavier Simmons,True
Richard Andersen,False
Dennis Stanley,False
Michael Dean,True
Kaitlyn Thompson,False
Anthony Austin,True
Shannon Compton,False
Richard Hernandez,True
Robert Lopez,True
Michael Campos,False
Taylor Williams,True
Charles Richardson,True
Kyle Garcia,True
Christopher Chen,True
Jason Murray,False
Richard Perez,True
Mary Thompson,True
James Davis,False
Christina Wood,True
Brandon Cuevas,False
Anne Williams,True
Gregory Scott,True
Meghan Morris,False
Michael Williams,True
Jamie Black,True
Leonard Gonzalez,True
Rachel Thompson,False
James Morris,False
Shane Davis,True
Jeffrey Smith,False
Jasmine Yoder,True
Mrs. Cheryl York,False
Douglas Cook,True
Amy Romero,True
Timothy Robinson,True
Anthony Richardson,True
Jennifer Powell,True
Adam Thompson,True
Justin York,False
Arthur Barnett III,False
Brandon Gomez,True
Lindsey Wiggins,False
Joe May,True
Jody Alexander,False
Jacob Le,False
Denise Davis,False
Tyler Randolph,True
Timothy Hebert,False
Dr. William Smith,True
Margaret Scott,False
Anthony Johnson,True
Matthew Alexander,True
Justin Vasquez,True
Melinda Hall,True
Craig Mccann,True
Alan Montgomery,False
Michael Lambert,True
Jeffery Wise,False
Brad Cooper,False
Robert George,False
Brittany Wang,True
Kirsten Gonzalez,True
Deanna Martin,True
Lucas White,False
Madison Cole,False
Brandon Gibson DDS,False
Mariah Delacruz DVM,True
Rhonda Garcia,False
Colton Ewing,True
Regina Diaz,True
Christopher Gould,False
Jonathan Campbell,True
Sandra Shaffer,True
Deborah Aguilar,False
Matthew Moore,True
Kenneth Miller,True
Ricardo Schroeder,True
Dr. Linda Gonzalez DDS,False
Ann Morales,False
Andrew Myers,True
Richard Hodges,False
Erica Morris,True
Emily Wilson,False
Judy Turner,True
Michael Russell,True
Paula Nicholson,True
Kevin Frazier,True
Jorge Young,False
Christina Hammond,True
Mr. Ryan Roberts,True
Chad Baker,True
Justin Garcia,True
Julian Ortiz,False
Brian Macdonald,False
Danny Bennett,False
Robert Alvarez,False
Pamela Daniels DDS,False
Phyllis Ward,False
Lisa Novak,True
John Long,True
Colleen Boyle,False
Emily Medina,True
James Mora,False
Jill Thomas,True
Jose Gutierrez,False
Christopher Grant,True
Sarah Bryan,True
Matthew Mann,False
Joel Jones,True
Stephanie Mason,True
Sarah Fisher,True
Lori Adams,True
Joel Ballard,False
Kara Gentry,True
Randall Reeves,False
Philip Valenzuela,False
William Smith,False
Ann Buckley,False
Tyler Gonzalez,True
Andrea Martinez,True
Lauren Davis,False
Melissa Anderson,False
Samantha White,False
Angela Gross,True
Thomas Gonzalez,True
Amy Martin,True
Benjamin Anderson,False
Ann Peterson,False
Robert Cooper,False
Sarah Deleon,False
Hannah Ramos,False
Michelle Williams,True
Ashley Webb,False
Jeffrey Garcia,False
Tracy Davis,True
Kayla Frank,False
Alejandro Jenkins,True
Karen Williams,True
Jacob Ruiz,False
Tony Charles,False
Lisa Wilkins,False
Ryan Crane,False
Donna Hatfield,True
Frank Caldwell,True
Ralph Burke,True
Jennifer Clark,False
Zachary Butler MD,True
Jack Johnson,False
Sean Nelson,False
Sandra Johnson,True
Melissa Walker,True
Jeffrey Cruz,False
Laura Merritt,True
Andrew Chang,True
Aaron Martinez,False
Steven Munoz,True
David Gomez,False
Samantha Moreno,False
Jason Johnson,True
Anthony Johnson,False
Melissa Anderson,False
Mark Flores,False
Amy Browning,False
Joanne Diaz,False
Scott Hall,True
Kenneth Arroyo,False
Kimberly Morris,True
Derek Reid,True
Spencer Fritz,False
Lindsey Taylor,False
Kim Zhang,True
Daisy Foley,False
Abigail Hendrix,True
Brianna Griffin,True
Karen Price,False
Jennifer Terry,True
Carrie Harris,True
Sharon Dawson,True
Deborah Jones,False
Meghan Hawkins,False
James Blackwell,False
Brian Rodriguez,False
Linda Mccormick,True
Joseph Smith,True
Darren Romero,False
James Marshall,False
Jessica Hernandez,False
Denise Clark,True
Steven Ross,False
Jade Morrow,False
Joseph Mckee,False
Bobby Powell,False
Michael Stevenson,True
Christopher Simpson,False
Brendan Smith,False
Jennifer Harper,True
Nicole Wallace,False
Riley Lara,False
Taylor Long,True
Kimberly Wong,False
Kristin Vasquez,False
Matthew Patterson,False
Matthew Brown,True
Michael Fox,False
David Griffin,True
Mr. Michael Huff,True
Cheyenne Brown,True
Christopher Lowery,True
David Elliott,True
Mary Gaines,True
Anthony Mcgrath,True
Lisa Morton,True
Andrea Townsend,False
Karen Martinez,True
Kelli Johnson,True
Melinda Jones,True
Jennifer Boone,True
Angela White DVM,True
Natalie Rivera,False
Cynthia Garcia,False
Michelle Wright,True
Matthew Higgins,False
Richard Parker,False
Nicole Collins,True
William Barron,False
Kenneth Duarte,False
Bryan Moore,True
Keith Vaughn,False
Joshua Smith,True
Tracy Lopez,False
John Fitzpatrick,True
Kayla Hernandez,True
Stacy Thompson,False
Mary Reynolds,True
Renee Rodriguez,True
Amber Sullivan,True
Michael Fleming,False
Larry Johnson,True
Lindsey Lara,False
Robin Chavez,False
Anna Vazquez,False
Jessica Aguirre,True
Jose Garrett,False
Mike Henderson,True
Jimmy Long,False
Lauren Shannon,False
Elizabeth Wilson,True
Michael Ponce,False
Donna Hale,False
Martin Harvey,False
Brian Holden,False
Janice Wagner,True
Troy White,True
Andres Bennett,False
Dr. Mary Ellis,False
Kristina Kramer,False
Jean Carlson,False
Robert Hodges,False
Danny Long,False
Regina Bradley,False
Gina Anderson,False
Jason Ramirez,False
Richard Kaufman,False
Christina Martinez,True
Christopher Greer,True
Christopher Torres,True
Joshua Sullivan,True
Casey Lopez,True
Logan Little,False
Lori Delacruz,False
Matthew Foster,False
Melanie Owens,True
Laura Pena,True
Amy Rice,False
Raymond Williams,True
Jessica Lindsey,True
David Mason,False
Alyssa Thomas,False
Carrie Hunt,True
Kimberly Meyer,False
Morgan Davis,False
Donald Price,False
Laurie Watts,False
